#38  ENSEMBL_ID             Ensembl Gene ID
GENE_RGD_ID	SYMBOL	NAME	GENE_DESC	CHROMOSOME_CELERA	CHROMOSOME_3.1	CHROMOSOME_3.4	FISH_BAND	START_POS_CELERA	STOP_POS_CELERA	STRAND_CELERA	START_POS_3.1	STOP_POS_3.1	STRAND_3.1	START_POS_3.4	STOP_POS_3.4	STRAND_3.4	CURATED_REF_RGD_ID	CURATED_REF_PUBMED_ID	UNCURATED_PUBMED_ID	NCBI_GENE_ID	UNIPROT_ID	(UNUSED)	GENBANK_NUCLEOTIDE	TIGR_ID	GENBANK_PROTEIN	UNIGENE_ID	SSLP_RGD_ID	SSLP_SYMBOL	OLD_SYMBOL	OLD_NAME	QTL_RGD_ID	QTL_SYMBOL	NOMENCLATURE_STATUS	SPLICE_RGD_ID	SPLICE_SYMBOL	GENE_TYPE	ENSEMBL_ID	GENE_REFSEQ_STATUS	CHROMOSOME_5.0	START_POS_5.0	STOP_POS_5.0	STRAND_5.0	CHROMOSOME_6.0	START_POS_6.0	STOP_POS_6.0	STRAND_6.0
1588580	Acsbg2	acyl-CoA synthetase bubblegum family member 2	ENCODES a protein that exhibits acyl-CoA hydrolase activity (ortholog); long-chain fatty acid-CoA ligase activity (ortholog); INVOLVED IN fatty acid metabolic process (ortholog); PARTICIPATES IN eicosanoid signaling pathway via peroxisome proliferator-activated receptor gamma; fatty acid metabolic pathway; FOUND IN cytoplasm (ortholog); cytosol (ortholog); mitochondrion (ortholog); INTERACTS WITH bisphenol A; cadmium dichloride; 3,3',4,4',5-pentachlorobiphenyl (ortholog)	9			q12	6802528	6833152	+							1600115;1598407;6480464;6907045;8554872		12477932;16371355	301120	A1L1K7		AABR07066516;AAHX01057993;AAHX01057994;BC129110;CH474092;NM_001080096;XM_006244311;XR_001839650		A1L1K7;AAI29111;EDL83602;NP_001073565;XP_006244373	Rn.109833			LOC301120;MGC156748	bubblegum-related acyl-CoA synthetase 2;long-chain-fatty-acid--CoA ligase ACSBG2;similar to lipidosin			APPROVED			protein-coding	ENSRNOG00000045947	PROVISIONAL	9	9171052	9201478	+	9	10172317	10203550	+
1562656	Acsf2	acyl-CoA synthetase family member 2	ENCODES a protein that exhibits ATP binding (inferred); ligase activity (inferred); INVOLVED IN fatty acid metabolic process (inferred); ASSOCIATED WITH Smith-Magenis Syndrome (ortholog); FOUND IN mitochondrion (ortholog); INTERACTS WITH 2,3,7,8-tetrachlorodibenzodioxine; bisphenol A; buspirone	10		10	q26	78291917	78333540	-				83194326	83238284	-	737633;1600115;6480464;8554872	12477932		619561	Q499N5		AABR07030349;AABR07030350;AABR07030351;AAHX01065667;AAHX01065668;AAHX01065669;AAHX01065670;AAHX01065671;AAHX01065672;BC099826;CH473948;NM_001034951		AAH99826;EDM05711;EDM05712;NP_001030123;Q499N5	Rn.146366	5084982	AI010027	LOC619561	acyl-CoA synthetase family member 2, mitochondrial;hypothetical protein LOC619561			APPROVED			protein-coding	ENSRNOG00000003330	PROVISIONAL	10	82104325	82146073	-	10	82284719	82326771	-
1586037	Acsf3	acyl-CoA synthetase family member 3	ENCODES a protein that exhibits acid-thiol ligase activity (ortholog); malonyl-CoA synthetase activity (ortholog); INVOLVED IN fatty acid biosynthetic process (ortholog); fatty acid metabolic process (ortholog); malonate catabolic process (ortholog); ASSOCIATED WITH 16Q24.3 Microdeletion Syndrome (ortholog); Combined Malonic and Methylmalonic Aciduria (ortholog); Malonic Aciduria (ortholog); FOUND IN mitochondrion (ortholog); INTERACTS WITH bisphenol A; Soman; vinclozolin	19		19	q12	50073106	50113121	+				53066291	53106673	+	1600115;6480464;7240710;8554872			498962	D3ZUX7		AABR07044072;AAHX01099048;AAHX01099049;AAHX01099050;CH473972;XM_001079424;XM_008772665;XM_008774254;XM_574249		EDL92769;EDL92770;XP_001079424;XP_008770887;XP_008772476;XP_574249		5046140;5046740;5060844;5074244	BF401198;RH131581;RH131927;RH137904	LOC498962	acyl-CoA synthetase family member 3, mitochondrial;similar to C50H11.1			APPROVED			protein-coding	ENSRNOG00000015077	MODEL	19	66302623	66342436	+	19	55594801	55635312	+
2015	Acsl1	acyl-CoA synthetase long-chain family member 1	ENCODES a protein that exhibits long-chain fatty acid-CoA ligase activity; INVOLVED IN fatty acid metabolic process; fatty acid transport; response to drug; PARTICIPATES IN adrenoleukodystrophy pathway; carnitine palmitoyl transferase deficiency type I pathway; carnitine-acylcarnitine translocase deficiency; ASSOCIATED WITH Obesity; Starvation; Arthritis, Experimental (ortholog); FOUND IN endoplasmic reticulum; mitochondrial outer membrane; peroxisomal membrane; INTERACTS WITH (-)-epigallocatechin 3-gallate; 1-naphthyl isothiocyanate; 17alpha-ethynylestradiol	16	16	16	q11	43758263	43802634	-	49036966	49081491	-	49036892	49081416	-	70068;68669;68670;70279;619610;1298617;1625735;1625737;1625740;1625742;1625743;1625745;1625750;1625739;1625738;1300048;1600115;1580654;2312800;2312871;1599808;2312803;2317576;6480464;6907045;10402751;1580664;8554608	10198260;10725307;10777552;11319222;11319232;12147264;14561759;1543733;15601973;15811777;16428347;16466685;16788709;17028193;17284823;17478130;17762044;2341402;70279;8855334	14622223;15051725;15093965;24095834;26136511;8973631	25288	P18163		AABR07025769;AABR07025770;AABR07072510;AAHX01087899;AC117951;CH473995;D90109;FQ213971;FQ214802;FQ217275;FQ219468;HB881279;HC938688;NM_012820;XM_006253122;XM_006253123;XM_006253124;XM_006253125;XM_006253126;XM_006253127;XM_008771254	TC217023	BAA14136;CBF64918;CBU89789;EDL78886;EDL78887;EDL78888;EDL78889;NP_036952;P18163;XP_006253184;XP_006253185;XP_006253186;XP_006253187;XP_006253188;XP_006253189;XP_008769476	Rn.6215	5030349;5041680;5080308	AW533279;RH128996;RH141505	ACS;Acas;COAA;Facl2;LACS 1	Acyl CoA synthetase long chain;Acyl CoA synthetase, long chain;fatty acid Coenzyme A ligase, long chain 2;long-chain acyl-CoA synthetase 1;long-chain-fatty-acid--CoA ligase 1;long-chain-fatty-acid--CoA ligase, liver isozyme	1298527;1298529	Arunc1;Arunc2	APPROVED			protein-coding	ENSRNOG00000010633	PROVISIONAL	16	48653023	48719250	-	16	48937456	49003898	-
69401	Acsl4	acyl-CoA synthetase long-chain family member 4	ENCODES a protein that exhibits long-chain fatty acid-CoA ligase activity; arachidonate-CoA ligase activity (ortholog); very long-chain fatty acid-CoA ligase activity (ortholog); INVOLVED IN dendritic spine development; fatty acid transport; response to interleukin-15; PARTICIPATES IN fatty acid beta degradation pathway; eicosanoid signaling pathway via peroxisome proliferator-activated receptor gamma; fatty acid metabolic pathway; ASSOCIATED WITH Arthritis, Experimental (ortholog); Carcinoma, Hepatocellular (ortholog); Depressive Disorder (ortholog); FOUND IN endoplasmic reticulum; mitochondrial membrane; neuronal cell body; INTERACTS WITH 17alpha-ethynylestradiol; 17beta-estradiol; 2,3,7,8-tetrachlorodibenzodioxine	X	X	X	q33	105356949	105420560	-	36222015	36285631	+	36168547	36232162	+	69374;70068;68669;68670;619610;1303940;1300358;1600115;1580654;1300315;1580655;1599807;2312800;2312805;2312806;2312803;2317576;6480464;6907045;7240710;8554872	11319222;11319232;11409893;11889465;12147264;12466851;16466685;16772660;17762044;18239634;19166906;9096315	21184843;21903867;22366036;23766516;24095834;25500141	113976	O35547		AABR07040906;AAHX01113421;CH474047;D85189;NM_053623;XM_006257314;XM_006257315;XM_006257316	TC205409	BAA22195;EDL85207;EDL85208;NP_446075;O35547;XP_006257376;XP_006257377;XP_006257378	Rn.87821	42440;5058428	BE096007;DXRat148	Acs4;Facl4;LACS 4	fatty acid Coenzyme A ligase, long chain 4;fatty acid-Coenzyme A ligase long chain 4;fatty acid-Coenzyme A ligase, long chain 4;long-chain acyl-CoA synthetase 4;long-chain-fatty-acid--CoA ligase 4			APPROVED			protein-coding	ENSRNOG00000019180	PROVISIONAL	X	112046187	112109974	-	X	113596247	113660024	-
620153	Acrv1	acrosomal vesicle protein 1	ASSOCIATED WITH Prostatic Neoplasms (ortholog); FOUND IN acrosomal vesicle (ortholog); INTERACTS WITH ammonium chloride; bisphenol A; 17alpha-ethynylestradiol (ortholog)	8	8	8	q21	38031165	38036742	-	37946916	37952494	+	37938151	37943728	+	619610;1303350;1580654;6480464;8554872	8547483		60353	Q9WUY6		AABR07073385;AAHX01054156;AJ243484;CH474096;NM_021747		CAB46086;EDL84043;NP_068515	Rn.42946	5052329	U31992	Sp10	acrosomal protein SP-10;sperm protein 10			APPROVED			protein-coding	ENSRNOG00000008508	PROVISIONAL	8	39167849	39173426	+	8	39164991	39170568	+
69402	Acsl5	acyl-CoA synthetase long-chain family member 5	ENCODES a protein that exhibits long-chain fatty acid-CoA ligase activity; INVOLVED IN cellular response to insulin stimulus; fatty acid transport; phospholipid biosynthetic process; PARTICIPATES IN fatty acid beta degradation pathway; eicosanoid signaling pathway via peroxisome proliferator-activated receptor gamma; fatty acid metabolic pathway; ASSOCIATED WITH Arthritis, Experimental (ortholog); FOUND IN endoplasmic reticulum; mitochondrion; membrane (ortholog); INTERACTS WITH 17alpha-ethynylestradiol; 2,3,7,8-tetrachlorodibenzodioxine; 2,4-dinitrotoluene	1	1	1	q55	249999118	250043312	+	261765427	261810418	+	261554383	261599373	+	69375;70068;68669;68670;619610;737633;1300048;1600115;1580654;1599807;2312802;2312807;2312808;2312803;2317576;6480464;6907045;8554872	11319222;11319232;12147264;12477932;14711823;16198472;16263710;16772660;17762044;9722683	20798351;22171129	94340	F1LPB3;O88813;Q6IN15		AABR07007003;AABR07007004;AABR07007005;AABR07007006;AAHX01000895;AB012933;BC072497;CH473986;FQ218149;FQ226883;FQ234196;NM_053607;XM_017589808	TC216611	AAH72497;BAA33581;EDL94462;EDL94463;EDL94464;EDL94465;EDL94466;NP_446059;O88813;XP_017445297	Rn.105862	42547;5047564;5085549;5502678	Acsl5;BE097769;D1Rat456;RH132400	Acs5;Facl5;LACS 5	fatty acid Coenzyme A ligase, long chain 5;long-chain acyl-CoA synthetase 5;long-chain fatty acid coenzyme A ligase 5;long-chain-fatty-acid--CoA ligase 5			APPROVED			protein-coding	ENSRNOG00000016265	PROVISIONAL	1	283637899	283685361	+	1	276240703	276290012	+
70552	Acsl3	acyl-CoA synthetase long-chain family member 3	ENCODES a protein that exhibits long-chain fatty acid-CoA ligase activity; protein domain specific binding (ortholog); protein kinase binding (ortholog); INVOLVED IN brain development; fatty acid biosynthetic process; response to nutrient; PARTICIPATES IN fatty acid beta degradation pathway; eicosanoid signaling pathway via peroxisome proliferator-activated receptor gamma; fatty acid metabolic pathway; FOUND IN endoplasmic reticulum (ortholog); Golgi apparatus (ortholog); lipid particle (ortholog); INTERACTS WITH 1-nitropropane; 2,3,7,8-tetrachlorodibenzodioxine; 2,4-diaminotoluene	9	9	9	q34	77647726	77671370	+	78266656	78290352	+	78083239	78106933	+	70808;70280;619610;728538;1580654;1599807;2312804;1598407;2317576;6480464;6907045;8554872	16772660;17762044;19025659;70280;8663269	19737935;9276691	114024	Q63151		AABR07068128;AAHX01061021;CH474004;D30666;FQ221868;NM_057107		BAA06340;EDL75474;EDL75475;EDL75476;NP_476448;Q63151	Rn.54820	5027097;5075536;5504218	RH138650;RH80004;SHGC-36164	Acs3;Facl3;LACS 3	brain acyl-CoA synthetase II;fatty acid Coenzyme A ligase, long chain 3;long-chain acyl-CoA synthetase 3;long-chain-fatty-acid--CoA ligase 3			APPROVED			protein-coding	ENSRNOG00000014718	PROVISIONAL	9	84301912	84351516	+	9	84569601	84593565	+
69403	Acsl6	acyl-CoA synthetase long-chain family member 6	ENCODES a protein that exhibits long-chain fatty acid-CoA ligase activity; protein homodimerization activity; enzyme binding (ortholog); INVOLVED IN cellular response to insulin stimulus; fatty acid transport; long-chain fatty acid metabolic process; PARTICIPATES IN fatty acid beta degradation pathway; eicosanoid signaling pathway via peroxisome proliferator-activated receptor gamma; fatty acid metabolic pathway; ASSOCIATED WITH Diabetes Mellitus, Experimental; Inflammation; Amphetamine-Related Disorders (ortholog); FOUND IN nucleus; membrane (ortholog); mitochondrion (ortholog); INTERACTS WITH (S)-nicotine; 6-propyl-2-thiouracil; actinomycin D	10	10	10	q22	37792002	37839268	+	39743427	39791726	+	39729805	39778106	+	69376;70068;619610;728505;1599805;1599808;1598407;1599807;1598733;1580654;1600115;1580655;2315914;2312800;2312810;2315920;2312801;2312811;2317576;6480464;6907045;8554872;8554581	10502316;11118002;14622223;15051725;15655248;1569043;15942958;16428347;16466685;1654331;16772660;16848632;17762044;20429931	15683247;22205969	117243	A0A0A6YYM0;P33124		AABR07029603;AABR07029604;AAHX01063931;AAHX01063932;AAHX01063933;AAHX01063934;AAHX01063935;AAHX01063936;AAHX01063937;AY625254;CH473948;D10041;EF490998;FQ213651;HB881417;HC938826;NM_130739;S56508;XM_006246221;XM_006246222;XM_006246223;XM_006246224;XM_017596965;XM_017596966	TC206202	AAB19809;AAT41589;ABS32032;BAA00932;CBF64987;CBU89858;EDM04428;EDM04429;EDM04430;EDM04431;NP_570095;P33124;XP_006246283;XP_006246284;XP_006246285;XP_006246286;XP_017452454;XP_017452455	Rn.33697			Facl6;LACS 6;Lacsl	fatty acid Coenzyme A ligase, long chain 6;long-chain acyl-CoA synthetase 6;long-chain acyl-CoA synthetase-like;long-chain-fatty-acid--CoA ligase 6;long-chain-fatty-acid--CoA ligase, brain isozyme			APPROVED			protein-coding	ENSRNOG00000026745	PROVISIONAL	10	39430561	39491346	+	10	39654771	39717592	+
727928	Acsm4	acyl-CoA synthetase medium-chain family member 4	ENCODES a protein that exhibits fatty-acyl-CoA synthase activity; INVOLVED IN acyl-CoA metabolic process; PARTICIPATES IN fatty acid beta degradation pathway; butanoate metabolic pathway; FOUND IN mitochondrion; INTERACTS WITH alachlor; bisphenol A; (+)-catechin (ortholog)	1	1	1	q35	171803936	171828330	+	178111479	178135933	+	177972234	177996687	+	727989;1299602;1600115;2317576;6907045;6480464;8554872	12709059;17762044		353317	Q7TN78		AABR07005587;AABR07005588;AAHX01008232;AB096688;CH473956;NM_181695;XM_017589313		BAC77614;EDM17654;EDM17655;NP_859046;Q7TN78;XP_017444802	Rn.162462	42515;5056059	D1Rat362;RH144159	O-MACS	Omacs;acyl-coenzyme A synthetase ACSM4, mitochondrial;olfactory specific medium-chain acyl CoA synthetase			APPROVED			protein-coding	ENSRNOG00000014726	PROVISIONAL	1	196367995	196392443	+	1	189432604	189458799	+
1309578	Acsm5	acyl-CoA synthetase medium-chain family member 5	ENCODES a protein that exhibits ATP binding (inferred); butyrate-CoA ligase activity (inferred); catalytic activity (inferred); PARTICIPATES IN butanoate metabolic pathway; INTERACTS WITH 2,3,7,8-tetrachlorodibenzodioxine; 2,3,7,8-Tetrachlorodibenzofuran; bisphenol A	1	1	1	q35	171623897	171653739	+	177924431	177947815	+	177785186	177808572	+	737633;1580654;1600115;1598407;6480464;6907045;8554872	12477932		361637	Q6AYT9;Q7TMB6		AABR07005582;AABR07005583;AABR07005584;AABR07005585;AABR07005586;AAHX01008222;AAHX01008223;AAHX01008224;AY325244;BC078915;CH473956;NM_001014162;XM_006230123;XM_006230126;XM_017589392		AAH78915;AAP92645;EDM17661;EDM17662;EDM17663;EDM17664;EDM17665;NP_001014184;Q6AYT9;XP_006230185;XP_006230188;XP_017444881	Rn.35367	1629242;1640844;5026592	D1Got362;D1Got431;RH132802	Aa2-174;Cc1-38;LOC361637;RGD1309578	acyl-coenzyme A synthetase ACSM5, mitochondrial;similar to Aa2-174			APPROVED			protein-coding	ENSRNOG00000031211	VALIDATED	1	196182194	196208230	+	1	189240955	189270422	+
1306246	Acss1	acyl-CoA synthetase short-chain family member 1	ENCODES a protein that exhibits acetate-CoA ligase activity; INVOLVED IN acetate biosynthetic process; propionate biosynthetic process; acetyl-CoA biosynthetic process (ortholog); PARTICIPATES IN disulfiram pharmacodynamics pathway; fatty acid beta degradation pathway; malonic aciduria disease pathway; FOUND IN mitochondrion; mitochondrial matrix (ortholog); INTERACTS WITH 6-propyl-2-thiouracil; bisphenol A; diuron	3	3	3	q41	138212667	138262509	-	141164598	141235812	-	141259016	141308871	-	1580654;2317572;2317576;6480464;6907045;8554872;10402751	17762044;4334748		296259	D3ZZN3		AABR07054290;AAHX01025804;AAHX01025805;AAHX01025806;AAHX01025807;AAHX01025808;CH474050;FQ232421;NM_001106524;XM_008762307		EDL86149;NP_001099994;XP_008760529	Rn.98236	40752;5061034	BF389773;D3Rat148	Acas2l;LOC296259	acetyl-Coenzyme A synthetase 2 (AMP forming)-like;acetyl-coenzyme A synthetase 2-like, mitochondrial			APPROVED			protein-coding	ENSRNOG00000007102	PROVISIONAL	3	152779621	152829324	-	3	146420346	146470293	-
1305489	Acss2	acyl-CoA synthetase short-chain family member 2	ENCODES a protein that exhibits acetate-CoA ligase activity; INVOLVED IN acetate biosynthetic process; propionate biosynthetic process; acetyl-CoA biosynthetic process (ortholog); PARTICIPATES IN disulfiram pharmacodynamics pathway; fatty acid beta degradation pathway; Leigh syndrome pathway; FOUND IN cytoplasm; intracellular membrane-bounded organelle (ortholog); nucleoplasm (ortholog); INTERACTS WITH 17beta-estradiol; 2,3,7,8-tetrachlorodibenzodioxine; 2,4-dinitrotoluene	3	3	3	q42	142729140	142772009	+	145919548	145962044	+	146013995	146057119	+	1580655;1600115;1580654;2317572;2317576;6480464;6907045;10402751	17762044;4334748	12477932	311569	G3V9U0		AAHX01026019;AAHX01026020;AC123188;BC161963;CH474050;FQ217492;NM_001107793;XM_006235321		AAI61963;EDL85913;NP_001101263;XP_006235383	Rn.3514	43718;5042916;5068850	AU046887;D3Got111;RH129720	Acas2;LOC311569	acetyl-Coenzyme A synthetase 2 (ADP forming);acetyl-coenzyme A synthetase, cytoplasmic			APPROVED			protein-coding	ENSRNOG00000018755	PROVISIONAL	3	157400353	157443341	+	3	151032925	151075856	+
1307051	Acss3	acyl-CoA synthetase short-chain family member 3	ENCODES a protein that exhibits catalytic activity (inferred); PARTICIPATES IN 3-hydroxyacyl-CoA dehydrogenase deficiency pathway; fatty acid beta degradation pathway; malonic aciduria disease pathway; FOUND IN mitochondrion (ortholog); INTERACTS WITH bisphenol A; flutamide; vinclozolin	7	7	7	q21	39145557	39324519	-	45642178	45853987	-	45646821	45833803	-	1600115;6480464;8554872;10402751			314800	A0A0G2K047;D3ZGU2		AABR07056959;AABR07056960;AABR07056961;AAHX01049004;AAHX01049005;AAHX01049006;AAHX01049007;AAHX01049008;AAHX01049009;AAHX01049010;CH473960;NM_001108091;XM_006241302;XM_006241303;XM_008765327		EDM16776;EDM16777;NP_001101561;XP_006241364;XP_006241365;XP_008763549	Rn.218559			LOC314800;RGD1307051	acyl-CoA synthetase short-chain family member 3, mitochondrial;hypothetical protein LOC314800;similar to hypothetical protein FLJ21963			APPROVED			protein-coding	ENSRNOG00000004448	PROVISIONAL	7	49059778	49265391	-	7	49047022	49250953	-
621676	Acta2	actin, alpha 2, smooth muscle, aorta	ENCODES a protein that exhibits protein kinase binding (ortholog); INVOLVED IN muscle contraction; glomerular mesangial cell development (ortholog); mesenchyme migration (ortholog); ASSOCIATED WITH Aortic Aneurysm, Familial Thoracic 6 (ortholog); Aortic Aneurysm, Thoracic (ortholog); Aortic Diseases (ortholog); FOUND IN actin cytoskeleton; cell body (ortholog); cytoplasm (ortholog); INTERACTS WITH (+)-Tetrandrine; (-)-epigallocatechin 3-gallate; (R)-lipoic acid	1			q52	228860239	228873019	-							619610;625414;625363;628565;1299323;1600115;7240710;6480464;8554872;8553354	11953441;12702545;3234770;8616889;9374818	12477932;12970361;15316360;15814362;15855636;15972885;16401722;16982692;17456553;17492622;19065061;19285011;19349682;19411749;19614927;19672103;19785950;20369462;20936727;21038676;21046115;21126421;21294755;21630215;21921266;22517354;22680062;22805872;23006535;23040780;23044204;23099153;24204762;24465547;24601883;25108144;25681120;25740471;3375082;3597426;6546444;8889548	81633	A0A0G2K4M6;B0BMT0;P62738;Q63030		AABR07006755;AAHX01000180;BC158550;BI282383;BI287899;CB608976;CH473953;DN934985;J02781;M22757;NM_031004;X00306;X06801		AAA40671;AAA74457;AAI58551;CAA25083;CAA29957;EDM13156;NP_112266;P62738	Rn.195319;Rn.3114				actin, aortic smooth muscle;alpha-actin-2;smooth muscle alpha-actin			APPROVED			protein-coding	ENSRNOG00000058039	VALIDATED	1	259760521	259773301	-	1	252537614	252550394	-
1309504	Actbl2	actin, beta-like 2	ENCODES a protein that exhibits ATP binding (inferred); FOUND IN extracellular exosome (ortholog); extracellular space (ortholog); INTERACTS WITH bisphenol A; 17beta-estradiol (ortholog); 2,2',4,4',5,5'-hexachlorobiphenyl (ortholog)	2	2	2	q14	38649115	38651862	+	42506171	42507348	+	42585717	42588464	+	1580654;6480464			294732	D3ZRN3		AABR07008099;AAHX01012998;CH473955;JQ013735;NM_001106409		EDM10336;NP_001099879	Rn.218516			LOC294732;RGD1309504	beta-actin-like protein 2;similar to cytoplasmic beta-actin 			APPROVED			protein-coding	ENSRNOG00000043292	PROVISIONAL	2	61878230	61880977	+	2	42829413	42832160	+
62086	Acsm3	acyl-CoA synthetase medium-chain family member 3	ENCODES a protein that exhibits fatty acid ligase activity (ortholog); INVOLVED IN fatty acid biosynthetic process (ortholog); PARTICIPATES IN fatty acid beta degradation pathway; butanoate metabolic pathway; ASSOCIATED WITH Hypertension; Ocular Hypertension; Colitis, Ulcerative (ortholog); FOUND IN mitochondrial matrix (ortholog); mitochondrion (ortholog); INTERACTS WITH 2,3,7,8-tetrachlorodibenzodioxine; 6-propyl-2-thiouracil; ammonium chloride	1	1	1	q35	171883756	171910443	+	178212017	178214310	+	178054386	178081751	+	61745;70068;619610;61514;61040;61055;61049;61050;634023;634022;1579978;1598407;1601004;1580654;1600115;2317576;6480464;6907045;7241281;7241282;7241283;8554872	11015570;11592044;12484505;14567496;17102796;17762044;21987487;7894178;8094726;8507454;8535086;8609235;9199194;9685318	12477932	24763	Q6SKG1		AABR07005591;AAHX01008236;AAHX01008237;AY455861;AY456695;BC090325;CH473956;FQ209573;HC890693;HC895225;NM_033231;S62516;S62903;U04637;U04638;U19832;XM_006230105;XM_006230106	TC224408	AAA95995;AAB27107;AAB27235;AAH90325;AAR20710;AAR21570;CBN59834;CBN62051;EDM17651;EDM17652;NP_150234;Q6SKG1;XP_006230167;XP_006230168	Rn.88644	1633519;1639624;5030915;5056001;5060460;66557;66559	BE098160;BE108110;D1Mco13;D1Mco14;D1Wox49;D1Wox50;RH144126	Sa;Sah	SA hypertension-associated homolog;SA rat hypertension-associated gene;SA rat hypertension-associated homolog;SA rat hypertension-associated protein;acyl-coenzyme A synthetase ACSM3, mitochondrial;butyrate--CoA ligase 3;butyryl coenzyme A synthetase 3;butyryl-coenzyme A synthetase 3;middle-chain acyl-CoA synthetase 3;ssubA	61348;619613;619614	Bp30;Bp77;Bp78	APPROVED			protein-coding	ENSRNOG00000032246	PROVISIONAL	1	196449042	196475596	+	1	189514504	189541233	+
